id_str,tweet_url,created_at,text,lang,retweet_count,screen_name,user_mention,hashtags,query,media,url,lat,lng,in_reply_to_screen_name,in_reply_to_status_id
378927146275598336,https://twitter.com/Castnf/status/378927146275598336,2013-09-14 17:04:06+00:00,"RT @SignosDeHoje: #Peixes Eu só quero paz, um amor e uns amigos leais.",pt,64,Castnf,SignosDeHoje,Peixes,filter:hashtags,,,,,,
378927146271404033,https://twitter.com/a_s_al2/status/378927146271404033,2013-09-14 17:04:06+00:00,الإيمان بضع وسبعون أو بضع وستون شعبة فأفضلها قول لا إله إلا الله وأدناها إماطة الأذى عن الطريق والحياء شعبة من الإيمان -- صحيح مسلم #Hadith,ar,0,a_s_al2,,Hadith,filter:hashtags,,,,,,
378927146250829824,https://twitter.com/BBQSCOTTIE_FANS/status/378927146250829824,2013-09-14 17:04:06+00:00,IDEK WHAT TO CALL THIS FREESTYLE by BBQSCOTTIE http://t.co/4y1uCfbRK3 on #SoundCloud,en,0,BBQSCOTTIE_FANS,,SoundCloud,filter:hashtags,,http://soundcloud.com/bbqscottie/idek-what-to-call-this,,,,
378927146237849600,https://twitter.com/iyazChinx/status/378927146237849600,2013-09-14 17:04:06+00:00,"RT @juventusfc: Nel primo tempo abbiamo avuto il 58,7% di possesso palla. #InterJuve",it,65,iyazChinx,juventusfc,InterJuve,filter:hashtags,,,,,,
378927146234048512,https://twitter.com/obahjoe/status/378927146234048512,2013-09-14 17:04:06+00:00,RT @Cum_n_mybooty: #RETWEET THIS!  FOLLOW ME &amp; EVERYONE ELSE THAT RETWEETS THIS FOR 50+ FOLLOWERS FAST! #TeamFollowBack #Follow2BeFollowed …,en,328,obahjoe,Cum_n_mybooty,RETWEET,filter:hashtags,,,,,,
378927229486366720,https://twitter.com/VanderCamizuli/status/378927229486366720,2013-09-14 17:04:26+00:00,Vla les #RT pour ca,fr,0,VanderCamizuli,,RT,filter:hashtags,,,,,,
378927229482201088,https://twitter.com/Peach_Irgahari/status/378927229482201088,2013-09-14 17:04:26+00:00,Dasar Jones lu ! #lol,in,0,Peach_Irgahari,,lol,filter:hashtags,,,,,,
378927229465419776,https://twitter.com/GrantsLolaHoop/status/378927229465419776,2013-09-14 17:04:26+00:00,#WeAreProudOfGrant h,en,0,GrantsLolaHoop,,WeAreProudOfGrant,filter:hashtags,,,,,,
378927229431857153,https://twitter.com/MaiteMeuAnjo/status/378927229431857153,2013-09-14 17:04:26+00:00,@MaiteOficial Hola me gusta mucho TE QUIERO  Tenía muchas ganas de seguirme en twitter y #RT  &lt;3 3,es,0,MaiteMeuAnjo,MaiteOficial,RT,filter:hashtags,,,,,MaiteOficial,
378927229428064256,https://twitter.com/killi_news/status/378927229428064256,2013-09-14 17:04:26+00:00,"#حزانو - #ادلب ||

تشييع الشهيد مصطفى عبد الرحمن حسيب والشهيد مصطفى عبد الرحمن حبلص
http://t.co/lbvricbY3v... http://t.co/eSquPyzmpL",ar,0,killi_news,,حزانو,filter:hashtags,,http://youtu.be/KH3HBIdwJj4,,,,
378927229427662848,https://twitter.com/IloveJustin642/status/378927229427662848,2013-09-14 17:04:26+00:00,#TurkeyWantsBelieve3D @justinbieber x,en,0,IloveJustin642,justinbieber,TurkeyWantsBelieve3D,filter:hashtags,,,,,,
378927229423480832,https://twitter.com/TreviDaniela/status/378927229423480832,2013-09-14 17:04:26+00:00,#200CosasSobreMi Amo el Rap,es,0,TreviDaniela,,200CosasSobreMi,filter:hashtags,,,21.5070655,-104.8851794,,
378927229406683136,https://twitter.com/MeuAnjoo_LS/status/378927229406683136,2013-09-14 17:04:26+00:00,"➽➽➽ BOORA VOOTAR????  SÓ USAR TAG AMORS #RT MAIS UM VOTO, BORA???  ➽➽➽  #MPN #LuanSantana",pt,0,MeuAnjoo_LS,,RT,filter:hashtags,,,,,,
378927229402882048,https://twitter.com/ManuelMorilla97/status/378927229402882048,2013-09-14 17:04:26+00:00,"RT @SevillaFC: Once del #SevillaFC en el Nou Camp: Beto, Coke Cala, Navarro, Alberto, Cristoforo, Mbia, Rakitic, Jairo, Vitolo y Gameiro",pt,49,ManuelMorilla97,SevillaFC,SevillaFC,filter:hashtags,,,,,,
378927229398679552,https://twitter.com/hopejohnson7/status/378927229398679552,2013-09-14 17:04:26+00:00,"SATURDAY! 
#wvu #letsgomountaineers
💛💙💛💙 http://t.co/vUU81EdHcV",en,0,hopejohnson7,,wvu,filter:hashtags,,http://instagram.com/p/eP2tVtjouN/,,,,
378927229394116608,https://twitter.com/ZerrieFlower/status/378927229394116608,2013-09-14 17:04:26+00:00,3/ /TOP 10 #RT AQUI: https://t.co/orAmTVAZVp,in,0,ZerrieFlower,,RT,filter:hashtags,,https://twitter.com/ZerrieFlower/status/378926820055212032,,,,
378927229394104320,https://twitter.com/Chistes_breves/status/378927229394104320,2013-09-14 17:04:26+00:00,"RT @Paisaje_land: Paisajes preciosos, dibujo. #Foto #Paisaje #Increible #Photo #Landscape http://t.co/j8NBZeksbZ",es,1,Chistes_breves,Paisaje_land,Foto,filter:hashtags,https://pbs.twimg.com/media/BUHzvvgCMAAdMh0.jpg,,,,,
378927229389901826,https://twitter.com/Maysha_Meme/status/378927229389901826,2013-09-14 17:04:26+00:00,"RT @nyindirganas: jadi orang harus tau diri deh ya ,gak usah seenak jidat lo !! #NG",in,0,Maysha_Meme,nyindirganas,NG,filter:hashtags,,,,,,
378927229385715713,https://twitter.com/ZaimRoi/status/378927229385715713,2013-09-14 17:04:26+00:00,"RT @KnowTheAquarius: Even if #Aquarius find it difficult to stop caring, they do what needs to be done. They'll force themselves not to car…",en,150,ZaimRoi,KnowTheAquarius,Aquarius,filter:hashtags,,,,,,
378927229385715712,https://twitter.com/ulzzwjy/status/378927229385715712,2013-09-14 17:04:26+00:00,"RT @harubomkum_: #openfollow for RP ,let's be friends! ,need more friends u,u",en,40,ulzzwjy,harubomkum_,openfollow,filter:hashtags,,,,,,
378927232606953472,https://twitter.com/FlorrACDC/status/378927232606953472,2013-09-14 17:04:27+00:00,#Jeff dame poderes,en,0,FlorrACDC,,Jeff,filter:hashtags,,,,,,
378927232598941696,https://twitter.com/Dr3amAriana/status/378927232598941696,2013-09-14 17:04:27+00:00,RT @MileyCyrus: Just wanted to say I love you to all my fans. Not only because of this incredible week with #WreckingBall (THANK YOU) but j…,en,5623,Dr3amAriana,MileyCyrus,WreckingBall,filter:hashtags,,,,,,
378927232598564865,https://twitter.com/Tomlins_me/status/378927232598564865,2013-09-14 17:04:27+00:00,Da best. #Selfie #Brother #Hollidays #Summer http://t.co/44WBNvozml,en,0,Tomlins_me,,Selfie,filter:hashtags,https://pbs.twimg.com/media/BUI4T3dCYAE9tZj.jpg,,,,,
378927232594350081,https://twitter.com/AsteryaAst/status/378927232594350081,2013-09-14 17:04:27+00:00,#ЗенитТерек пока 2:0 в пользу Зенита! Перерыв!!! Зенит молодцы!,ru,0,AsteryaAst,,ЗенитТерек,filter:hashtags,,,,,,
378927232581771264,https://twitter.com/TweetApuestas/status/378927232581771264,2013-09-14 17:04:27+00:00,#Primitiva #Software Análisis Sumas: Distribución de las apuestas por las distintas sumas de los... http://t.co/ZFI24uMcPI #apuestas,es,0,TweetApuestas,,Primitiva,filter:hashtags,,http://dlvr.it/3ymB59,,,,
378927232565014528,https://twitter.com/nessatayloredd_/status/378927232565014528,2013-09-14 17:04:27+00:00,I see the sun #finally 🙌🌞,en,0,nessatayloredd_,,finally,filter:hashtags,,,,,,
378927232557002752,https://twitter.com/NessasaurHdg/status/378927232557002752,2013-09-14 17:04:27+00:00,"RT @kidrxuhl_: ""@RobstenMonster: ""I’ll never let anybody hurt you"" - Bella ♥ #HappyBirthdayRenesmee http://t.co/eC5qnzskS5""",en,4,NessasaurHdg,kidrxuhl_,HappyBirthdayRenesmee,filter:hashtags,https://pbs.twimg.com/media/BT5E6KBCYAASsIG.jpg,,,,,
378927232540217344,https://twitter.com/yal78/status/378927232540217344,2013-09-14 17:04:27+00:00,RT @itthadi_08: #هل تريد زيادة عدد متابعينك الاتحاديين .. فقط اعمل ريتويت لهذه التغريده وسوف يقوم كل من عمل ريتويت بمتابعتك وتابعني .. #الا…,ar,156,yal78,itthadi_08,هل,filter:hashtags,,,,,,
378927232539844608,https://twitter.com/550924/status/378927232539844608,2013-09-14 17:04:27+00:00,"RT @airi514: 全国のcrewとつながりたい‼
RTで拡散お願いします‼

#UVERworld
#RTした人全員フォローする 
#相互フォロー希望
#拡散希望 http://t.co/lpQGnrf9RD",ja,54,550924,airi514,UVERworld,filter:hashtags,https://pbs.twimg.com/media/BSrRJsCCUAAZ-wl.jpg,,,,,
378927232539832320,https://twitter.com/MFarinon/status/378927232539832320,2013-09-14 17:04:27+00:00,"#SabesComoTeDicenAVos Sabana de feria, por dos pesos terminas en la cama !",es,0,MFarinon,,SabesComoTeDicenAVos,filter:hashtags,,,,,,
378927232527659008,https://twitter.com/sarahandroid/status/378927232527659008,2013-09-14 17:04:27+00:00,"My Top 3 #lastfm Artists: Bloc Party (191), God Is An Astronaut (183) &amp; New Order (77) #mylastfm http://t.co/taT3nofF3N",en,0,sarahandroid,,lastfm,filter:hashtags,,http://bit.ly/sxVuAf,,,,
378927232502464512,https://twitter.com/erichanfland/status/378927232502464512,2013-09-14 17:04:27+00:00,RT @ESPNNFL: 24 hours away from Sunday NFL Week 2!! #CountdownToKickoff,en,85,erichanfland,ESPNNFL,CountdownToKickoff,filter:hashtags,,,,,,
378927232493711361,https://twitter.com/sparkler_jp/status/378927232493711361,2013-09-14 17:04:27+00:00,【手持花火】 #3: どさっと手持ち花火セット http://t.co/Yybm2pjLjQ 　#手持花火　#花火 　#amazon　#アマゾン,ja,0,sparkler_jp,,手持花火,filter:hashtags,,http://amzn.to/12NOo0X,,,,
378927232485314560,https://twitter.com/tokyo_g_info/status/378927232485314560,2013-09-14 17:04:27+00:00,#TG  【#東京・大手町】 #東京グルメ  日本橋 個室 半個室 お座敷 掘りごたつ 居酒屋ランキング常連がホットペッパー登場☆52 http://t.co/fp75udVsZw,ja,0,tokyo_g_info,,TG,filter:hashtags,,http://dlvr.it/3ymB58,,,,
378927232485302273,https://twitter.com/disc_jockey_jp/status/378927232485302273,2013-09-14 17:04:27+00:00,【DJミキサー】 #4: バード電子 サウンドミキサー DJ-11 http://t.co/9ylQzCxebt 　#DJミキサー 　#amazon　#アマゾン,ja,0,disc_jockey_jp,,DJミキサー,filter:hashtags,,http://amzn.to/1566wV7,,,,
378927233076719616,https://twitter.com/hikodaba/status/378927233076719616,2013-09-14 17:04:27+00:00,ーあっきぃーがウェディの賢者(Lv.45)としてサポート仲間とうろくしました「よろしくですー☆☆☆」 http://t.co/WOITcsLnAC http://t.co/XJjX6CGq7b #dqxstat,ja,0,hikodaba,,dqxstat,filter:hashtags,,http://hiroba.dqx.jp/sc/character/859277194584,,,,
378927233076711424,https://twitter.com/riri_zulia/status/378927233076711424,2013-09-14 17:04:27+00:00,Pas mantap @cumanNANYA: #cumanNANYA lagi nonton ....,in,0,riri_zulia,cumanNANYA,cumanNANYA,filter:hashtags,,,,,,
378927233076695040,https://twitter.com/Kassiodos/status/378927233076695040,2013-09-14 17:04:27+00:00,"Only 200 more words to go, then Plato and Aristotle will be my bitches. #tooancient4u",en,0,Kassiodos,,tooancient4u,filter:hashtags,,,,,,
378927233047732224,https://twitter.com/dode1235/status/378927233047732224,2013-09-14 17:04:27+00:00,#FF @1132_r,und,0,dode1235,1132_r,FF,filter:hashtags,,,,,,
378927233043558400,https://twitter.com/dlarehp/status/378927233043558400,2013-09-14 17:04:27+00:00,#cooking #pastacarbonara #quesopecorino #familia #light #ñomiñomi  joseandroidez ysaceci… http://t.co/03xkv23oOv,es,0,dlarehp,,cooking,filter:hashtags,,http://instagram.com/p/eP51Eax47c/,,,,
378927233043161089,https://twitter.com/Andre_Zwaal/status/378927233043161089,2013-09-14 17:04:27+00:00,"RT @ShineItBritney: VOU INDICAR QUEM DER #RT AQUI E ME SEGUIR, SDV QUEM PEDIR 28",pt,7,Andre_Zwaal,ShineItBritney,RT,filter:hashtags,,,,,,
378927233043136514,https://twitter.com/yukinpo303/status/378927233043136514,2013-09-14 17:04:27+00:00,@ooiotaros タンパク質大事！！プロテイン飲んだら太る気しかしない #動け,ja,0,yukinpo303,ooiotaros,動け,filter:hashtags,,,,,ooiotaros,378927021281140738
378927233034760192,https://twitter.com/johnmillosdc/status/378927233034760192,2013-09-14 17:04:27+00:00,Bueno A Picar Papel Pa Mañana #ElClasicoLoGanaMillos #ElClasicoLoGanaMillos,es,0,johnmillosdc,,ElClasicoLoGanaMillos,filter:hashtags,,,,,,
378927233022558208,https://twitter.com/i7lum/status/378927233022558208,2013-09-14 17:04:27+00:00,#النصر_النهضه رابط مباشر لنقل المباراة  #النصر HD  http://t.co/ELBcFcVDax .,ar,0,i7lum,,النصر_النهضه,filter:hashtags,,http://goo.gl/LrmE8h,,,,
378927233018384384,https://twitter.com/blytheraine/status/378927233018384384,2013-09-14 17:04:27+00:00,LeNay just put pesto on a chocolate chip muffin...#wut,en,0,blytheraine,,wut,filter:hashtags,,,,,,
378927233017978880,https://twitter.com/eunallrise/status/378927233017978880,2013-09-14 17:04:27+00:00,RT @khajochi: วันนี้ 15 ก.ย. ยุงไม่กัดนะครับ #เชรี่ยไม่เบื่อกันบ้างรึไงเล่นแม่มทุกปีเอะอะอ๊ะยุงไม่กัดนะจ๊ะวันนี้ไม่ต้องใช้กอยอสิบห้าเพราะเป…,th,62,eunallrise,khajochi,เชรี่ยไม่เบื่อกันบ้างรึไงเล่นแม่มทุกปีเอะอะอ๊ะยุงไม่กัดนะจ๊ะวันนี้ไม่ต้องใช้กอยอสิบห้าเพราะเป,filter:hashtags,,,,,,
378927233013780480,https://twitter.com/JOJOBNTNASSERSH/status/378927233013780480,2013-09-14 17:04:27+00:00,"RT @Mhzh_: #هشام_الراشد 

ااااخخخ تفو عليك ، الله ياخذ هالأشكال .. ربنا لاتؤاخذنا بما فعل السفهاء منا. http://t.co/3ydBb6qGlH",ar,426,JOJOBNTNASSERSH,Mhzh_,هشام_الراشد,filter:hashtags,https://pbs.twimg.com/media/BUHibUvCQAA3Q-F.jpg,,,,,
378927233009590272,https://twitter.com/Tim_LoderusGTST/status/378927233009590272,2013-09-14 17:04:27+00:00,Gaan jullie nog wat leuks kijken vanavond ? Of lekker herhalingen/fragementen van #GTST herbekijken,nl,0,Tim_LoderusGTST,,GTST,filter:hashtags,,,,,,
378927233001222144,https://twitter.com/Jvewatever/status/378927233001222144,2013-09-14 17:04:27+00:00,"Nunca había visto tanta expectación por un juego, pese a ser el más caro de toda la historia. #GTAV",es,0,Jvewatever,,GTAV,filter:hashtags,,,,,,
378927233001213952,https://twitter.com/Gob_Anzoategui_/status/378927233001213952,2013-09-14 17:04:27+00:00,RT @deportesanz: Tiro arco de Anz suma tres medallas en primeras distancia en los #JUDENAJU2013 Oro plata y Bronce @psuvaristobulo @Gob_Anz…,es,1,Gob_Anzoategui_,deportesanz,JUDENAJU2013,filter:hashtags,,,,,,
378927235807207424,https://twitter.com/MillMsgr/status/378927235807207424,2013-09-14 17:04:27+00:00,(via Truthdig) Fried http://t.co/2x7K5rSW3Z #progressive,de,0,MillMsgr,,progressive,filter:hashtags,,http://bit.ly/18fJbkV,,,,
378927235807191041,https://twitter.com/adult_DVD_BOOK/status/378927235807191041,2013-09-14 17:04:27+00:00,【AV】アダルトDVDの新しい作品→ ６位： 【初回限定版・たっぷり特典映像付】素人リアルSEX 素人真性生中出し! 221人怒涛の垂れ流し 10時間 ~プラム生誕8周年記念作品~ (2枚組)... http://t.co/3QpNOjVrM0 　#AV　#アダルト　#DVD,ja,0,adult_DVD_BOOK,,AV,filter:hashtags,,http://amzn.to/18m2I9w,,,,
378927235803410433,https://twitter.com/TsMokomane/status/378927235803410433,2013-09-14 17:04:27+00:00,"#No_Feelings
#Volume_Max
#House_Fied
#House_Nation
#Timber_Nation
#House_Muso
#House_Lover
#House_Addict... http://t.co/9iEtXkn7Uv",en,0,TsMokomane,,No_Feelings,filter:hashtags,,http://fb.me/XDWdHJ7H,,,,
378927235803000832,https://twitter.com/sulemarbun/status/378927235803000832,2013-09-14 17:04:27+00:00,I'm watching Everton v Chelsea with @Famous_CFC  #KTBFFH,en,0,sulemarbun,Famous_CFC,KTBFFH,filter:hashtags,,,,,,
378927235790827520,https://twitter.com/Julianaalvesiam/status/378927235790827520,2013-09-14 17:04:27+00:00,Antes de descer pra ver a Bey!... #rir2013 http://t.co/pd2gqPJdmp,pt,0,Julianaalvesiam,,rir2013,filter:hashtags,,http://instagram.com/p/eP5x7ZAPkQ/,,,,
378927235790811136,https://twitter.com/sakura0_/status/378927235790811136,2013-09-14 17:04:27+00:00,"RT @sz_alzahrani: #بنت_الجنوب الغزال الشهد بنت المطاليق
ياحيهم من رجال وحيها مـن صبيـه  •●♥",ar,2,sakura0_,sz_alzahrani,بنت_الجنوب,filter:hashtags,,,,,,
378927235778236417,https://twitter.com/nisanur_1999/status/378927235778236417,2013-09-14 17:04:27+00:00,RT @tahaozer: 26.yaş #tahaozer http://t.co/b9Hrhi1ydM,tr,211,nisanur_1999,tahaozer,tahaozer,filter:hashtags,https://pbs.twimg.com/media/BUI2XONIYAAqmiK.jpg,,,,,
378927235777843200,https://twitter.com/ArabamKENAN/status/378927235777843200,2013-09-14 17:04:27+00:00,#EtkileşimCanavarlarıTakipleşiyor karşilikli takipleşelim,tr,0,ArabamKENAN,,EtkileşimCanavarlarıTakipleşiyor,filter:hashtags,,,,,,
378927235769450496,https://twitter.com/paummc/status/378927235769450496,2013-09-14 17:04:27+00:00,#hermosillo,en,0,paummc,,hermosillo,filter:hashtags,,,,,,
378927235765243904,https://twitter.com/withfor_seed/status/378927235765243904,2013-09-14 17:04:27+00:00,またかよ食わせるわ #艦これ http://t.co/GPGxijggIl,ja,0,withfor_seed,,艦これ,filter:hashtags,https://pbs.twimg.com/media/BUI4UClCcAAYW3S.jpg,,,,,
378927235761471488,https://twitter.com/AnimeNationRu/status/378927235761471488,2013-09-14 17:04:27+00:00,#art@animenation #animeboys@animenation http://t.co/upRhv9qAhj,en,0,AnimeNationRu,AnimeNation,art,filter:hashtags,,http://vk.cc/1OWpps,,,,
378927235761045505,https://twitter.com/RhettMullins_14/status/378927235761045505,2013-09-14 17:04:27+00:00,and then my ipod dies... #fuckinGreat,en,0,RhettMullins_14,,fuckinGreat,filter:hashtags,,,,,,
378927235761045504,https://twitter.com/_Can_on/status/378927235761045504,2013-09-14 17:04:27+00:00,私は 9/14 2:05 以降 150 回呟きました。（前日比：-3回） #countkun @_Can_on,ja,0,_Can_on,_Can_on,countkun,filter:hashtags,,,,,,
378927235753050112,https://twitter.com/tella_jat/status/378927235753050112,2013-09-14 17:04:27+00:00,#xfactor =/= #fearFactor,en,0,tella_jat,,xfactor,filter:hashtags,,,,,,
378927235752673281,https://twitter.com/TrueLoveHelenG/status/378927235752673281,2013-09-14 17:04:27+00:00,- #confissaoSINISTRA Já acordei chamando teu nome @MinhaDivaAH kk',pt,0,TrueLoveHelenG,MinhaDivaAH,confissaoSINISTRA,filter:hashtags,,,,,,
378927237161959424,https://twitter.com/rikuto1637/status/378927237161959424,2013-09-14 17:04:28+00:00,.@zenzai_atk 【あつきさん】遅くなってごめんね＼(^o^)／忘れた頃に送りつけるよ（笑） #RTしてくれた人の写真を私が勝手に選んでメッセージ書く http://t.co/fET2gk3yjv,ja,0,rikuto1637,zenzai_atk,RTしてくれた人の写真を私が勝手に選んでメッセージ書く,filter:hashtags,,http://twitpic.com/ddhh1z,,,,
378927237149773824,https://twitter.com/Xx_AyeeTasia/status/378927237149773824,2013-09-14 17:04:28+00:00,RT @BurnUp_TurnUp: #nw video girl,en,2,Xx_AyeeTasia,BurnUp_TurnUp,nw,filter:hashtags,,,,,,
378927237145190400,https://twitter.com/MicaelaCheek/status/378927237145190400,2013-09-14 17:04:28+00:00,RT @HL_Sav: When people add you on Facebook and you finally see them in person #weird,en,3,MicaelaCheek,HL_Sav,weird,filter:hashtags,,,,,,
378927237128417280,https://twitter.com/gvn_tnc/status/378927237128417280,2013-09-14 17:04:28+00:00,sadece takip eden edilir. #FenomenAdaylarıTakipleşiyor #EtkileşimCanavarlarıTakipleşiyor #2deBirTakiplesiyoruz,tr,0,gvn_tnc,,FenomenAdaylarıTakipleşiyor,filter:hashtags,,,,,,
378927237124612096,https://twitter.com/LeooMartin1/status/378927237124612096,2013-09-14 17:04:28+00:00,Hoy día de #Fifa,es,0,LeooMartin1,,Fifa,filter:hashtags,,,,,,
378927237124194305,https://twitter.com/SAPA_KANG/status/378927237124194305,2013-09-14 17:04:28+00:00,"Ingat Beras,,,ingat Cosmos :D #Apet",in,0,SAPA_KANG,,Apet,filter:hashtags,,,,,,
378927237120024576,https://twitter.com/itsharoldsvoice/status/378927237120024576,2013-09-14 17:04:28+00:00,F O L L O W M E I F O L L O W B A C K | ➜ #RT #promise,en,0,itsharoldsvoice,,RT,filter:hashtags,,,,,,
