id_str,tweet_url,created_at,text,lang,retweet_count,screen_name,url,hashtags,query,in_reply_to_screen_name,in_reply_to_status_id,user_mention,media,lat,lng
378881997919092739,https://twitter.com/angelsavant/status/378881997919092739,2013-09-14 14:04:42+00:00,"""@wcgirl1: People Power Stopping A #War, Youth Organizing for #Education and Fair #Economy, Is a Transformational http://t.co/xRJyWnytO2""",en,4,angelsavant,http://www.alternet.org/activism/people-power-stopping-war-youth-organizing-education-and-fair-economy-transformational,War,lang:en #economy,,,wcgirl1,,,
378881607827865600,https://twitter.com/CannabisExperts/status/378881607827865600,2013-09-14 14:03:09+00:00,Feds Seek To Corral Medical Marijuana 'Wild West' http://t.co/SDoe97aHFH #marijuana #uspoli #cdnpoli #taxes #money #business #jobs #economy,en,0,CannabisExperts,http://www.npr.org/blogs/itsallpolitics/2013/09/13/221482566/feds-seek-to-corral-medical-marijuana-wild-west,marijuana,lang:en #economy,,,,,,
378881322971713536,https://twitter.com/TrueMarketAI/status/378881322971713536,2013-09-14 14:02:01+00:00,Credit Suisse wants to sell its German private clients unit: paper http://t.co/16pAs6NgfP #Economy,en,0,TrueMarketAI,http://reut.rs/1azoBjN,Economy,lang:en #economy,,,,,,
378881095678558208,https://twitter.com/GoodB/status/378881095678558208,2013-09-14 14:01:07+00:00,How to Create Jobs Through Entrepreneurship http://t.co/zNecfAtB0T #economy #jobsact #crowdfunding #socent #entrepeneur #jobs #change,en,2,GoodB,http://ow.ly/oReEO,economy,lang:en #economy,,,,,,
378880931475750913,https://twitter.com/Creative_Class/status/378880931475750913,2013-09-14 14:00:27+00:00,The Real Reason #Creative Workers Are Good for the #Economy http://t.co/g5ULU1fcof,en,0,Creative_Class,http://ow.ly/oRGSZ,Creative,lang:en #economy,,,,,,
378880809329262592,https://twitter.com/LatestNewsBug/status/378880809329262592,2013-09-14 13:59:58+00:00,India is a buy: Six reasons why economy will strengthen from now - Firstpost http://t.co/GOfEI3c0Z4 #economy #india,en,0,LatestNewsBug,http://bit.ly/165FDBU,economy,lang:en #economy,,,,,,
378880470391332864,https://twitter.com/Bentler/status/378880470391332864,2013-09-14 13:58:38+00:00,Innovating Our Way to Energy Abundance—and Climate Change http://t.co/B0eEzNtzIc #climate #economy #pollution #transition,en,0,Bentler,http://goo.gl/em0vpy,climate,lang:en #economy,,,,,,
378879837127319552,https://twitter.com/AVnishKatoch/status/378879837127319552,2013-09-14 13:56:07+00:00,#Economy / #Businesses would drive #Indian #Politics in coming years.,en,0,AVnishKatoch,,Economy,lang:en #economy,,,,,,
378879720534073344,https://twitter.com/CraigRuark/status/378879720534073344,2013-09-14 13:55:39+00:00,RT @HappyStrengths: Happiness-U: A Perfect Job is Possible http://t.co/xk2DPA0Gi5 #depression #design #eco #ecology #economy #economics,en,2,CraigRuark,http://happi.me/17pYCdp,depression,lang:en #economy,,,HappyStrengths,,,
378879644411658240,https://twitter.com/HappyStrengths/status/378879644411658240,2013-09-14 13:55:21+00:00,Happiness-U: A Perfect Job is Possible http://t.co/xk2DPA0Gi5 #depression #design #eco #ecology #economy #economics,en,2,HappyStrengths,http://happi.me/17pYCdp,depression,lang:en #economy,,,,,,
378879389179449344,https://twitter.com/SecolaEdwards/status/378879389179449344,2013-09-14 13:54:20+00:00,RT @JBucknoff: Why does the biggest corporation in the World have the second lowest wage? #greed #economy http://t.co/Dux3kWAcka,en,14,SecolaEdwards,,greed,lang:en #economy,,,JBucknoff,https://pbs.twimg.com/media/BUH7n_WIcAAcbux.jpg,,
378879247198453760,https://twitter.com/WinThisHouse_/status/378879247198453760,2013-09-14 13:53:46+00:00,RT @pr_president: It's always been about the #economy this war is an excuse to distract us from domestic problems at home. #Debt #FederalRe…,en,1,WinThisHouse_,,economy,lang:en #economy,,,pr_president,,,
378879245931778049,https://twitter.com/WinThisHouse_/status/378879245931778049,2013-09-14 13:53:46+00:00,RT @detlistener: Hurting: A Generation 'Lost' in the #Job Hunt; #jobs #economy #debt  http://t.co/sT0Daucb9k,en,1,WinThisHouse_,http://on.wsj.com/1axY2M1,Job,lang:en #economy,,,detlistener,,,
378879053823889408,https://twitter.com/the_weightloss/status/378879053823889408,2013-09-14 13:53:00+00:00,New today #economy over phone reverse mortgage loan close to New York http://t.co/XOd7klsbkX #NewYorkLoan #close #advice #TFB,en,0,the_weightloss,http://dlvr.it/3ykDMZ,economy,lang:en #economy,,,,,,
378878767000600577,https://twitter.com/TrueMarketAI/status/378878767000600577,2013-09-14 13:51:51+00:00,Are you a manager with a hiring dilemma? Bring your problem to the Workologist at workologist@nytimes.com http://t.co/seO9zFOTGR #Economy,en,0,TrueMarketAI,http://nyti.ms/18Y6F07,Economy,lang:en #economy,,,,,,
378878746805407744,https://twitter.com/pr_president/status/378878746805407744,2013-09-14 13:51:47+00:00,It's always been about the #economy this war is an excuse to distract us from domestic problems at home. #Debt #FederalReserve #Interestrate,en,1,pr_president,,economy,lang:en #economy,,,,,,
378878554059972608,https://twitter.com/all_latestnews/status/378878554059972608,2013-09-14 13:51:01+00:00,#economy Kenya fuel prices rise on higher import costs: NAIROBI (Reuters) - Kenya's energy regulator raised on... http://t.co/2KUYzy1Uv9,en,0,all_latestnews,http://q.gs/4nlGh,economy,lang:en #economy,,,,,,
378878321033216000,https://twitter.com/detlistener/status/378878321033216000,2013-09-14 13:50:05+00:00,Hurting: A Generation 'Lost' in the #Job Hunt; #jobs #economy #debt  http://t.co/sT0Daucb9k,en,1,detlistener,http://on.wsj.com/1axY2M1,Job,lang:en #economy,,,,,,
378877604960280576,https://twitter.com/stinginthetail/status/378877604960280576,2013-09-14 13:47:14+00:00,RT @JBucknoff: Why does the biggest corporation in the World have the second lowest wage? #greed #economy http://t.co/Dux3kWAcka,en,14,stinginthetail,,greed,lang:en #economy,,,JBucknoff,https://pbs.twimg.com/media/BUH7n_WIcAAcbux.jpg,,
378877435216805888,https://twitter.com/CaliForRomney/status/378877435216805888,2013-09-14 13:46:34+00:00,"Dateline Washington, D.C. By Harold Kraft. Updated: 9/14/2013 3:00 AM Click for Full Size Jobs, #Economy, Defiicit based on 1,751 Twitter...",en,0,CaliForRomney,,Economy,lang:en #economy,,,,,,
378877415872671744,https://twitter.com/worldnewshare/status/378877415872671744,2013-09-14 13:46:29+00:00,#News Growth won't improve significantly: Martin Sorrell http://t.co/jCjS8Liz5o #Economy,en,0,worldnewshare,http://bit.ly/1bhsQTZ,News,lang:en #economy,,,,,,
378877414224326657,https://twitter.com/ichaitany/status/378877414224326657,2013-09-14 13:46:29+00:00,#News Growth won't improve significantly: Martin Sorrell http://t.co/xH9vbMPzN7 #Economy,en,0,ichaitany,http://bit.ly/1bhsQTT,News,lang:en #economy,,,,,,
378877412005531648,https://twitter.com/amitnimade/status/378877412005531648,2013-09-14 13:46:28+00:00,#News Growth won't improve significantly: Martin Sorrell http://t.co/veCWLey2lf #Economy,en,0,amitnimade,http://bit.ly/1bhsSeE,News,lang:en #economy,,,,,,
378877151631532032,https://twitter.com/TrueMarketAI/status/378877151631532032,2013-09-14 13:45:26+00:00,"Will Shale Gas Boom Hurt Solar Energy, Electric Cars? http://t.co/s72QhVUDfa $TSLA $GM $FSLR $SPWR #Economy",en,0,TrueMarketAI,http://ibdn.uz/oRvrm,Economy,lang:en #economy,,,,,,
378876899252248576,https://twitter.com/JaJahIrie/status/378876899252248576,2013-09-14 13:44:26+00:00,"As we hold our breaths waiting on Obama to fail. But damnit he just wont fail....what gives? Lmao #Syria #Obamacare, #Economy.",en,0,JaJahIrie,,Syria,lang:en #economy,,,,,,
378876758943993856,https://twitter.com/MLAS/status/378876758943993856,2013-09-14 13:43:53+00:00,Why Democrats Have Reason to Fear - http://t.co/GiXCvWOUvk http://t.co/CxH5gR0BlU #tcot #syria #economy #p2 #midtermelections,en,0,MLAS,http://NationalJournal.com,tcot,lang:en #economy,,,,,,
378876738094104577,https://twitter.com/sebastianwaters/status/378876738094104577,2013-09-14 13:43:48+00:00,Economic Collapse Seen Through Aerial Photos of Abandoned Mansions | Raw File – WIRED http://t.co/Hz72zMpKFQ #photography #economy,en,0,sebastianwaters,http://www.wired.com/rawfile/2013/09/michael-light-aerial-photos/,photography,lang:en #economy,,,,,,
378876728942534656,https://twitter.com/WeDemandUk/status/378876728942534656,2013-09-14 13:43:46+00:00,"The so called seeds of growth have not even germinated yet! The #economy is still stale, #tories taking credit the bare faced #arrogance",en,0,WeDemandUk,,economy,lang:en #economy,,,,,,
378875547884855296,https://twitter.com/JJmaddn/status/378875547884855296,2013-09-14 13:39:04+00:00,"#DC #1 #economy in US, #1 New #Tech Hot Spot, #1 for attracting  #entrepreneur. More stats http://t.co/RpuWE74Mkn via @smallbizdc @fablabdc",en,2,JJmaddn,http://wdcep.com/wdcep-news/why-dc-is-the-place-to-be/,DC,lang:en #economy,,,SmallBizDC,,,
378875535952052225,https://twitter.com/wcgirl1/status/378875535952052225,2013-09-14 13:39:01+00:00,"People Power Stopping A #War, Youth Organizing for #Education and Fair #Economy, Is a Transformational http://t.co/cmeJycHauf",en,0,wcgirl1,http://www.alternet.org/activism/people-power-stopping-war-youth-organizing-education-and-fair-economy-transformational,War,lang:en #economy,,,,,,
378875277319106560,https://twitter.com/TenaciousEye/status/378875277319106560,2013-09-14 13:37:59+00:00,RT @PaulStewartII: #Obamacare's still against the will of American people? Nope. http://t.co/hB9zELN7UR #GoodByeGOP #Economy #Jobs #Scandal…,en,5,TenaciousEye,http://bit.ly/1eFWpOY,Obamacare,lang:en #economy,,,PaulStewartII,,,
378874904252141569,https://twitter.com/AmericanForUSA/status/378874904252141569,2013-09-14 13:36:30+00:00,Men Still 2.1 Million Jobs Short of Pre-Recession Levels http://t.co/cukO2DcNO9 #economy #jobs #tcot #conservative #America #libertarian,en,0,AmericanForUSA,http://shar.es/iAuiF,economy,lang:en #economy,,,,,,
378874769346551808,https://twitter.com/pattimae/status/378874769346551808,2013-09-14 13:35:58+00:00,RT @PaulStewartII: #Obamacare's still against the will of American people? Nope. http://t.co/hB9zELN7UR #GoodByeGOP #Economy #Jobs #Scandal…,en,5,pattimae,http://bit.ly/1eFWpOY,Obamacare,lang:en #economy,,,PaulStewartII,,,
378874335861018624,https://twitter.com/AllyZari/status/378874335861018624,2013-09-14 13:34:15+00:00,#SteadyPaycheck is like when a Rat pushes a lever and gets a pellet. #PsycheExperiment http://t.co/Ezd4bdyzvh #Economy #Jobs #CareerChat,en,0,AllyZari,http://bit.ly/nFrAfc,SteadyPaycheck,lang:en #economy,,,,,,
378874288545099777,https://twitter.com/mikeluYL/status/378874288545099777,2013-09-14 13:34:04+00:00,Same old new. More of the same.  #economy,en,0,mikeluYL,,economy,lang:en #economy,,,,,,
